,final,sentiment
5070,good k12,POSITIVE
5072,great time,POSITIVE
5073,absolutely amazing,POSITIVE
5074,good option,POSITIVE
5078,nice apo,POSITIVE
5082,best word explain,POSITIVE
5083,awsome,NEGATIVE
5085,talent,POSITIVE
5087,splendid,POSITIVE
5090,es genial,POSITIVE
5093,es good,POSITIVE
5094,goo good,POSITIVE
5098,great thankfully,POSITIVE
5101,good l,POSITIVE
5102,good practise,POSITIVE
5105,notch,NEGATIVE
5108,wonderful ai,POSITIVE
5110,good appel,POSITIVE
5112,good review,POSITIVE
5113,nice start,POSITIVE
5118,barabar sunti nahin hai,NEGATIVE
5123,wonder,NEGATIVE
5126,informative,NEGATIVE
5129,smooth,NEGATIVE
5131,butterfly,NEGATIVE
5133,scrumptious,POSITIVE
5135,nice nice,POSITIVE
5143,v bad,NEGATIVE
5144,goop app,NEGATIVE
5145,exciptional,NEGATIVE
5146,disgust,NEGATIVE
5147,reject,NEGATIVE
5148,m new,NEGATIVE
5151,new starter,NEGATIVE
5152,er melita hamag,NEGATIVE
5153,maxame cali hasann,NEGATIVE
5154,aide beaucoup,NEGATIVE
5158,ice app,NEGATIVE
5159,answer,NEGATIVE
5160,cheap,NEGATIVE
5161,face app,NEGATIVE
5162,supra 9,NEGATIVE
5163,mother,NEGATIVE
5164,motivative,NEGATIVE
5165,supet,NEGATIVE
5166,bug,NEGATIVE
5167,karthik karthik,NEGATIVE
5168,nic,NEGATIVE
5169,vhi,NEGATIVE
5170,gorge,NEGATIVE
5171,new,NEGATIVE
5172,goog,NEGATIVE
5173,exlant,NEGATIVE
5175,suck,NEGATIVE
5176,low,NEGATIVE
5179,hodan mohame xaji,NEGATIVE
5180,excelen para aprender,NEGATIVE
5181,respect,POSITIVE
5182,professional,NEGATIVE
5183,amazingg,NEGATIVE
5185,naice,NEGATIVE
5186,ossmm,NEGATIVE
5187,soppar,NEGATIVE
5188,write,NEGATIVE
5189,ru,NEGATIVE
5190,somali,NEGATIVE
5191,lv,NEGATIVE
5192,apacgamonde,NEGATIVE
5193,ghi,NEGATIVE
5194,benign,POSITIVE
5195,thamkx,NEGATIVE
5196,nicz,NEGATIVE
5197,buena,NEGATIVE
5198,parfect,NEGATIVE
5199,english,NEGATIVE
5200,exelente,NEGATIVE
5201,hindi,NEGATIVE
5202,vvi,NEGATIVE
5203,awwwwhhhhh,NEGATIVE
5204,okkkkk,NEGATIVE
5205,bosudebsd,NEGATIVE
5208,cooolll,NEGATIVE
5209,awosame,NEGATIVE
5211,open,NEGATIVE
5212,ujbb,NEGATIVE
5213,bhhi,NEGATIVE
5214,monster,NEGATIVE
5215,urdo,NEGATIVE
5216,work progress,POSITIVE
5217,m square,NEGATIVE
5218,ohoo asome,NEGATIVE
5219,soken english,NEGATIVE
5220,osm supper,NEGATIVE
5222,tzd,NEGATIVE
5224,mike ouzoun,NEGATIVE
5225,vari nais,NEGATIVE
5226,greaaat,NEGATIVE
5228,aboubakar sika,NEGATIVE
5229,gold,NEGATIVE
5230,gd,NEGATIVE
5231,umar hayat,NEGATIVE
5233,bhot acha,NEGATIVE
5234,aide travailler l'oral surtout pour ceux qui sont dans des pay francophone,NEGATIVE
5235,nice app improve english,POSITIVE
5236,great teaching,POSITIVE
5240,hi good,POSITIVE
5241,expressive,NEGATIVE
5242,good try,POSITIVE
5243,app attractive,POSITIVE
5244,5 star,NEGATIVE
5245,goood way,NEGATIVE
5247,gust good,POSITIVE
5248,greet app,POSITIVE
5250,perfect practice,POSITIVE
5251,realy amazing,POSITIVE
5253,gooooooood,NEGATIVE
5257,seedy jammeh,NEGATIVE
5258,superd,NEGATIVE
5259,quality,NEGATIVE
5260,hisiswk,NEGATIVE
5261,jajajajj,NEGATIVE
5263,nuruddin,NEGATIVE
5265,oppi,NEGATIVE
5266,exillent,NEGATIVE
5267,god,POSITIVE
5269,gre,NEGATIVE
5270,assaliakum,NEGATIVE
5272,jumma khan,NEGATIVE
5273,butter,NEGATIVE
5274,try korteparen,NEGATIVE
5277,irvine group xin knh chc mi ngi lun bnh thnh cng v hnh phc vn phng irvine group ti canada 205 2922 glen drive coquitlam british columbia canada vn phng irvine group ti c 304 chapel road south bankstown new south wale australia vn phng irvine group ti m 989 story road san jose california usa vn phng irvine group ti vit nam 36 ng 13 phng linh trung tp th c tp h ch minh website irvinegroup.vn,NEGATIVE
5278,great app natural thank developer,POSITIVE
5279,nice ai app hindi english speaking larning app,POSITIVE
5280,good app like talkimg real human hesitation,POSITIVE
5281,awesome helpful like teach speak english,POSITIVE
5282,nice app year try find like app,POSITIVE
5284,need free package learn,POSITIVE
5285,solomon uchechukwu nnadi ognu family ofeahia village amaigbo nwangele l g stata highlight family zoom zoom,POSITIVE
5286,happy app like,POSITIVE
5288,believe amazing,POSITIVE
5290,surely good,POSITIVE
5293,great ai ap,POSITIVE
5294,thank nice,POSITIVE
5295,great lean,POSITIVE
5296,outstanding great,POSITIVE
5297,good day,POSITIVE
5298,good product,POSITIVE
5299,ok nice,POSITIVE
5300,good s,POSITIVE
5305,great program,POSITIVE
5306,good jope,POSITIVE
5307,amazing teacher,POSITIVE
5308,verry nice,POSITIVE
5309,superbly impressive,POSITIVE
5317,excellence,POSITIVE
5319,opportunity,POSITIVE
5321,saddam,NEGATIVE
5323,goof,NEGATIVE
5324,grate app,NEGATIVE
5327,kupal,NEGATIVE
5329,gooooodaaa,NEGATIVE
5330,alal,NEGATIVE
5331,ghatiyaa,NEGATIVE
5332,improve ment,POSITIVE
5333,gokds,NEGATIVE
5334,uki,NEGATIVE
5335,excel,POSITIVE
5336,boom boom,NEGATIVE
5337,neic,NEGATIVE
5338,execlent,NEGATIVE
5339,niecc,NEGATIVE
5340,dre,NEGATIVE
5341,ideal,POSITIVE
5342,statatic,NEGATIVE
5343,nakate swaburah,NEGATIVE
5345,l like,POSITIVE
5346,app good people good english speaking practice install application phone platform important learn speak english fluently confident school college office today english important language learn life learna ai app learn english speak confidence use meeting work star learna,POSITIVE
5347,tengo problemas para que estienda bien lo que digo escribe otra cosa ya chequee mi mi micrfono uno especial pero igual entiende lo que digo eso es muy molesto,NEGATIVE
5348,useful app use free cost feel like talk friend use app,POSITIVE
5349,gusta la app pero se traba mucho se queda cargando al grabar mi voz en el ejercicio y tengo que salir y entrar cada ejercicio,NEGATIVE
5350,c una intelligenza artificiale sotto che mi ha stupito puoi rispondere alle domande e se non ricordi una parola la puoi dire nella tua lingua e ti corregge,NEGATIVE
5351,la app tiene problemas cuando hablo traduce el texto se queda pensando mucho tiempo y hace nada toca salir y volver entrar,NEGATIVE
5353,like thrill fun learn,POSITIVE
5354,great app recommend app english learning,POSITIVE
5355,good app beneficial student learn english,POSITIVE
5356,experience app great thank,POSITIVE
5357,yeah beautiful,POSITIVE
5358,nndot ni labaw na ug menus kag english speak,NEGATIVE
5359,excellent english learn app bignner,POSITIVE
5360,wawooo awesome,POSITIVE
5364,thank nice app,POSITIVE
5366,amazing pay,POSITIVE
5367,interested program,POSITIVE
5369,fully satisfy,POSITIVE
5371,great app nice speak english,POSITIVE
5373,nice apparatus,POSITIVE
5376,pretty gud,POSITIVE
5377,okay nice,POSITIVE
5381,nice appi hai,POSITIVE
5382,wonderful experience,POSITIVE
5383,good going,POSITIVE
5386,recommend tutor,POSITIVE
5387,fairly good,POSITIVE
5392,good friend,POSITIVE
5393,paison k baghir nh sikhaty,POSITIVE
5394,nice app amazing,POSITIVE
5397,waoo superb,POSITIVE
5398,good ui,POSITIVE
5401,good class,POSITIVE
5402,fantastic idea,POSITIVE
5405,great aap,POSITIVE
5406,super perfect,POSITIVE
5407,v v good,POSITIVE
5408,awesome platform,POSITIVE
5409,nice teacher,POSITIVE
5411,good course,POSITIVE
5414,awesome learning,POSITIVE
5415,gooo gooood,NEGATIVE
5420,vary good,POSITIVE
5421,excellent aap,POSITIVE
5423,nice usefull,POSITIVE
5425,excellent gold,POSITIVE
5426,ts cool,POSITIVE
5427,public speaking,NEGATIVE
5429,good tutorial,POSITIVE
5430,super impressive,POSITIVE
5431,super convenient,POSITIVE
5432,nice al,POSITIVE
5437,lain yang ckp lain yang keluar,NEGATIVE
5438,nicer,POSITIVE
5439,bare good,POSITIVE
5442,excelent,NEGATIVE
5443,excelllent,NEGATIVE
5444,loyal,POSITIVE
5445,goodness,POSITIVE
5446,extraordinary,NEGATIVE
5448,fascinating,POSITIVE
5449,nicee,NEGATIVE
5451,nice thing,POSITIVE
5452,loot customer,NEGATIVE
5457,tooooooo expensive,NEGATIVE
5458,voice mein nahin raha hai english mein,NEGATIVE
5459,x,NEGATIVE
5462,terima kasih saya suka,NEGATIVE
5463,aku suka aplikasih ini,NEGATIVE
5465,urdu language ka sath parhao,NEGATIVE
5466,muito bom app aconselho usarem,NEGATIVE
5468,inshallah,NEGATIVE
5469,grade application,NEGATIVE
5470,comment,NEGATIVE
5471,owosom app,NEGATIVE
5472,bd,NEGATIVE
5473,cost,NEGATIVE
5474,timer,NEGATIVE
5475,osom,NEGATIVE
5476,ggod,NEGATIVE
5479,investment,NEGATIVE
5480,naic,NEGATIVE
5481,okie,NEGATIVE
5482,real,NEGATIVE
5484,nyc app,NEGATIVE
5485,waaaw,NEGATIVE
5486,maruti,NEGATIVE
5487,gaux,NEGATIVE
5488,right,NEGATIVE
5490,vraiment trs utile,NEGATIVE
5491,mahusay ang paggawa,NEGATIVE
5493,a+++++++a,NEGATIVE
5494,trust,POSITIVE
5495,aje,NEGATIVE
5496,guy,NEGATIVE
5497,exilent,NEGATIVE
5498,software,NEGATIVE
5499,h3lp,NEGATIVE
5500,consultez,NEGATIVE
5501,mashalla,NEGATIVE
5502,nica,NEGATIVE
5503,dammm,NEGATIVE
5505,beat,NEGATIVE
5506,solid,POSITIVE
5507,candy,NEGATIVE
5508,nicce,NEGATIVE
5511,magnifique,NEGATIVE
5512,mijan,NEGATIVE
5513,1,NEGATIVE
5514,saidi amiriy,NEGATIVE
5515,goos,NEGATIVE
5516,d aap,NEGATIVE
5517,helpul,NEGATIVE
5518,grate aap,NEGATIVE
5519,gemmak wage,NEGATIVE
5522,let try,NEGATIVE
5524,owsum app,NEGATIVE
5525,exc lent,NEGATIVE
5526,1 million,NEGATIVE
5527,ligit,NEGATIVE
5528,bayachoo zewde,NEGATIVE
5529,intretstful,NEGATIVE
5531,level,NEGATIVE
5532,noce voic,NEGATIVE
5533,special,POSITIVE
5534,day abd good experience app ask current speaking level interest etc,POSITIVE
5535,gusto toca pagar mucho para aprender algo con un tiempo muy corto,NEGATIVE
5536,great happy free english teacher,POSITIVE
5537,discover lerna ai helpful encourage thank,POSITIVE
5538,app good like english si good,POSITIVE
5539,textnya tertutup gambar microphone dan kunci tiap kali omong,NEGATIVE
5540,feel like real life,POSITIVE
5541,use coral dekha jab iski dava jaaye,NEGATIVE
5542,hajhu check nathi karyu bhai hu amnaa jovu,NEGATIVE
5543,s s,NEGATIVE
5544,bohot bdiya app aap log bhi english shikh skte ho,NEGATIVE
5545,nice application like,POSITIVE
5546,good app trust,POSITIVE
5548,game changer effective learning,POSITIVE
5549,satish kushwaha good aap,POSITIVE
5550,jis ki english week hai app se sik skta hai,NEGATIVE
5551,great fantastic gorgeous ai topic,POSITIVE
5552,good learn english improve skill,POSITIVE
5553,good morning great job,POSITIVE
5554,good recommend,POSITIVE
5555,truly good,POSITIVE
5556,pretty,POSITIVE
5559,l love app,POSITIVE
5560,nice work experience,POSITIVE
5561,gimini,NEGATIVE
5562,fantastic experience,POSITIVE
5564,learn fast,NEGATIVE
5565,good hai,POSITIVE
5566,excellent performance,POSITIVE
5570,beautifull,NEGATIVE
5571,god work,POSITIVE
5574,silo work,NEGATIVE
5575,ok.good,NEGATIVE
5577,obviously good,POSITIVE
5579,nice learning,POSITIVE
5580,veeeeeeeeeeerry gooooooooooooood,NEGATIVE
5581,greatly enjoy,POSITIVE
5583,good larner,POSITIVE
5585,super nice,POSITIVE
5586,great ida,POSITIVE
5587,nice poroggerom,POSITIVE
5590,nice improve,POSITIVE
5591,great apo,POSITIVE
5593,good apportionity,POSITIVE
5594,nice learner,POSITIVE
5596,awesome feature,POSITIVE
5597,great effort,POSITIVE
5598,helpful application,POSITIVE
5600,favourite app,NEGATIVE
5601,nice futere,POSITIVE
5602,absolutely perfect,POSITIVE
5603,actually,NEGATIVE
5604,awesome application,POSITIVE
5606,too.good,NEGATIVE
5607,pay hai bhai log,NEGATIVE
5608,ok gzel bir uygulama,POSITIVE
5610,high level,NEGATIVE
5612,good choice,POSITIVE
5614,excitement,POSITIVE
5616,amze,NEGATIVE
5619,classical,NEGATIVE
5620,loud voice,NEGATIVE
5623,thank alot,POSITIVE
5624,premium need,NEGATIVE
5625,goid improve iam,POSITIVE
5626,fanatic,NEGATIVE
5627,free karo,POSITIVE
5628,edit,NEGATIVE
5629,god teacher,POSITIVE
5630,shayan imran,NEGATIVE
5632,pay application,NEGATIVE
5633,user interface,NEGATIVE
5635,huh,NEGATIVE
5636,nicw,NEGATIVE
5637,supar,NEGATIVE
5638,josd,NEGATIVE
5640,hang app,NEGATIVE
5641,unh,NEGATIVE
5643,atif aslam ripon,NEGATIVE
5644,superbe,NEGATIVE
5645,gzab,NEGATIVE
5646,maxwell,NEGATIVE
5647,suprb,NEGATIVE
5648,sooper,NEGATIVE
5649,gooda,NEGATIVE
5650,excellen,NEGATIVE
5651,approve,NEGATIVE
5653,pantastic,NEGATIVE
5654,op,NEGATIVE
5655,loveit,NEGATIVE
5656,behtreeeeen,NEGATIVE
5657,wooow,NEGATIVE
5659,supur,NEGATIVE
5660,tesema,NEGATIVE
5661,impresionante,NEGATIVE
5662,urdu,NEGATIVE
5663,wangdi bhutan,NEGATIVE
5666,direct teacher,NEGATIVE
5667,ok thank,POSITIVE
5668,owsome dood,NEGATIVE
5669,thankyou ai,NEGATIVE
5671,14morison ct,NEGATIVE
5673,sass triple,NEGATIVE
5674,gpt 35 google 15 7 10 5 8 3,NEGATIVE
5675,app awesome like try time thank,POSITIVE
5676,learna fantastic help glad find highly recommend,POSITIVE
5677,nice app good improve english language,POSITIVE
5678,je suis entrain de relaxe la maison,NEGATIVE
5679,demais para melhorar sua pronncia e destravar seu dilogo ingl 1000 valeu,NEGATIVE
5682,main ne tera dil rakh diya q k khaja tu khana hian na mere janpan,NEGATIVE
5684,amazing app love,POSITIVE
5685,app good educational,POSITIVE
5687,good app easy learn english,POSITIVE
5689,nice teaching,POSITIVE
5691,good bery,POSITIVE
5692,godd nice,POSITIVE
5693,highly recommend app,POSITIVE
5694,wow great app,POSITIVE
5696,good qe,POSITIVE
5701,perfect job,POSITIVE
5702,good response,POSITIVE
5703,great awesome,POSITIVE
5704,good technical,POSITIVE
5705,nice service,POSITIVE
5707,great tutor,POSITIVE
5709,good 1000000000000000000,POSITIVE
5710,wooowwww superb,POSITIVE
5711,amazing aap,POSITIVE
5713,exellent application,NEGATIVE
5715,bohot achii appp hai,NEGATIVE
5716,good evening,POSITIVE
5717,recomende,NEGATIVE
5718,la mejor aplicacin pausa aprender ingl,NEGATIVE
5719,free upcost,POSITIVE
5720,suoer,NEGATIVE
5721,hi hi,NEGATIVE
5723,nogod,NEGATIVE
5724,intrastate,NEGATIVE
5725,namstey ai tool,NEGATIVE
5726,parfact,NEGATIVE
5728,udvkr,NEGATIVE
5729,supberp,NEGATIVE
5730,hodai,NEGATIVE
5731,teacher,NEGATIVE
5732,bahut sandar,NEGATIVE
5733,ajay vishwakarmawesome,NEGATIVE
5735,ho hammm,NEGATIVE
5737,platform helpful help improve speak fluent english error english spoking bold event seminar public private orientation programme app amazing extent shaped expertise level speak english,POSITIVE
5738,app achha hai lekin itna bhi achha nhi ki pay version hi available ho,NEGATIVE
5739,sawww beeed,NEGATIVE
5740,good learn al app like,POSITIVE
5741,helpful app learn speak english efficiently,POSITIVE
5742,gud app helpful,POSITIVE
5743,ai app speak english impress aap,POSITIVE
5744,glad improve english,POSITIVE
5745,pretty nice way learn english,POSITIVE
5746,excelente y muy facil de entender te facilita el vocabulario con frase cortas gusta,NEGATIVE
5747,great nyc,POSITIVE
5749,premium mai hai koi fayeda nahi hai,NEGATIVE
5754,new experience,NEGATIVE
5755,good l/,POSITIVE
5757,good platform english language,POSITIVE
5758,good okay,POSITIVE
5759,good app learning learning speak english,POSITIVE
5761,perfect class,POSITIVE
5762,nice try,POSITIVE
5763,ti good,POSITIVE
5765,exellent learn english,NEGATIVE
5767,good opportunity,POSITIVE
5769,little fine,POSITIVE
5771,100 good,POSITIVE
5773,great apss,POSITIVE
5778,good practic,POSITIVE
5780,great appp,POSITIVE
5783,good program,POSITIVE
5785,thank good,POSITIVE
5787,convenient,NEGATIVE
5788,good ape,POSITIVE
5789,nice dude,POSITIVE
5790,useful study,POSITIVE
5791,good helping,POSITIVE
5793,enjoy fun,POSITIVE
5795,execellent,NEGATIVE
5796,success,POSITIVE
5799,wow ad bad,POSITIVE
5802,technical issue,NEGATIVE
5804,scam,NEGATIVE
5805,pathetic,NEGATIVE
5806,bore,NEGATIVE
5807,c'est vraiment magnifique,NEGATIVE
5808,pago e caro,NEGATIVE
5809,samuel thing,NEGATIVE
5811,world bast english language app,NEGATIVE
5812,abhi kuchh nahi kah sakta,NEGATIVE
5814,terbaik bro,NEGATIVE
5815,zain jan,NEGATIVE
5816,baroo,NEGATIVE
5817,hang,NEGATIVE
5819,godd,NEGATIVE
5820,aksh islam wow,POSITIVE
5821,excerllent,NEGATIVE
5822,goodapo,NEGATIVE
5823,nil,NEGATIVE
5824,god god,POSITIVE
5825,wandofull,NEGATIVE
5826,thanksgive,NEGATIVE
5828,goddd,NEGATIVE
5829,aswom,NEGATIVE
5830,ohv,NEGATIVE
5831,goodu,NEGATIVE
5832,waoo,NEGATIVE
5833,ne,NEGATIVE
5835,gooy,NEGATIVE
5836,niccccccc,NEGATIVE
5837,excllent,NEGATIVE
5838,fubulous,NEGATIVE
5839,exist,NEGATIVE
5840,fazal wahab,NEGATIVE
5841,gd app,NEGATIVE
5842,hsjs,NEGATIVE
5843,gdd,NEGATIVE
5844,tey,NEGATIVE
5846,great learn language,POSITIVE
5847,good lecture,POSITIVE
5850,ok fine,POSITIVE
5851,excellence tutorial,POSITIVE
5857,abhi star kiye hai,NEGATIVE
5858,oke,NEGATIVE
5861,t,NEGATIVE
5862,sngt berpuas hati,NEGATIVE
5863,exilenc,NEGATIVE
5865,ok vs6,POSITIVE
5867,good boat,POSITIVE
5869,laggy,NEGATIVE
5870,nakek,NEGATIVE
5871,nhfu,NEGATIVE
5872,good app use r&d team good job especially good programming ai tool honest use app ai facility need improvement mind blow impressed kudo entire team work let app example want bring good use ai,POSITIVE
5873,use english learna ai app month good pactise english language learner advanced speaker learna ai,POSITIVE
5874,descargu la aplicacin porque en los anuncio vea como la app hacia las correcciones de lo que la persona deca pero m toca pedirle que corrija porque sino sigue y sigue haciendo preguntas alguna vece entiende lo que le digo pen que era igual que los anuncio,NEGATIVE
5875,app superb app english practice app app use app use,POSITIVE
5876,use para nada la app porque era de paga solamente suscribi al de 3 dia gratis y cobran $ 6.99 hoy estan robando devuelvanme mi dinero o los denuncio,POSITIVE
5877,bhai 690 week kuch jyada nhi h 1 ghante se jyada time nhi de sakta 7 ghante ke 700 bohot hota h bro use 3 star ad good,POSITIVE
5878,compre la aplicacin la use durante tre dia tuve que realizar un hard reset mi celular y al volver usar la aplicacin dice que tengo que comprar de nuevo la membresa estafa total,NEGATIVE
5879,hati2 yg punya saldo uang elektronik seperti shopee pay dll aplikasi ini main potong saldo rekene elektronik kita setiap 1 mibggu tanpa persetujuan,NEGATIVE
5880,mouvais application en plus payant c plus chre mon avis tu peux aller une ocole c ct plus chre,NEGATIVE
5881,app entertain learn home good lot entertainment um education great app love app lot entertainment,POSITIVE
5882,subscription cancel karne ke bad bhi payment debit ho gaya bahut hi gtiya app hai,NEGATIVE
5883,interesting learn english application cool,POSITIVE
5884,cha dng c t bt ng tin ng l la o,NEGATIVE
5885,great love friendly coaching rigorous deal prepay postpaid gaming timebar,POSITIVE
5886,tiba tiba narik saldo sendiri gak ada konfirmasi tau pemberitahuan apapun .parah sih,NEGATIVE
5887,good app new english learn people thank app,POSITIVE
5888,good app learn engliah speak english learning english dream l succe life learn english,POSITIVE
5889,app amazing help improve english speak english fluently want speak fluently try app,POSITIVE
